#Gene id	Chr	Start	End	Brief description
LSAT_V11C100018950	1	55341238	55343442	uncharacterized LOC111911588 [Lactuca sativa (garden lettuce)]
LSAT_V11C100018960	1	55369529	55369859	-
LSAT_V11C100018970	1	55370195	55374003	uncharacterized LOC111911589 [Lactuca sativa (garden lettuce)]
LSAT_V11C100018980	1	55425271	55425850	-
LSAT_V11C100018990	1	55497282	55497665	uncharacterized LOC111891295 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019000	1	55522980	55525166	uncharacterized LOC111891327 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019010	1	55559309	55563368	uncharacterized LOC111891280 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019020	1	55592299	55592938	-
LSAT_V11C100019030	1	55613768	55614930	-
LSAT_V11C100019040	1	55631803	55633494	-
LSAT_V11C100019050	1	55640168	55640698	lachrymatory-factor synthase [Lactuca sativa (garden lettuce)]
LSAT_V11C100019060	1	55665241	55668860	uncharacterized LOC111891268 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019070	1	55961354	55961815	AP-2 complex subunit alpha-2-like [Lactuca sativa (garden lettuce)]
LSAT_V11C100019080	1	56014674	56015273	uncharacterized LOC111891274 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019090	1	56208506	56214315	leucine-rich repeat receptor-like serine/threonine-protein kinase SKM1 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019120	1	56371874	56373635	GATA transcription factor 12 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019130	1	56412597	56414949	-
LSAT_V11C100019140	1	56415257	56415739	-
LSAT_V11C100019150	1	56415994	56416859	-
LSAT_V11C100019160	1	56614123	56616279	uncharacterized LOC111891324 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019170	1	56652963	56655110	uncharacterized LOC111891323 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019180	1	56671874	56674490	uncharacterized LOC111891322 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019190	1	56674935	56675603	-
LSAT_V11C100019200	1	56698384	56700980	uncharacterized LOC111891264 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019210	1	56713979	56717888	uncharacterized LOC111891320 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019240	1	56831954	56834393	uncharacterized LOC111891294 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019250	1	56856341	56857256	-
LSAT_V11C100019260	1	56857870	56859835	-
LSAT_V11C100019270	1	56861272	56863076	uncharacterized LOC111891319 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019280	1	56868385	56868786	-
LSAT_V11C100019290	1	56869832	56870981	-
LSAT_V11C100019300	1	56871621	56872016	-
LSAT_V11C100019310	1	56929727	56931904	uncharacterized LOC111891317 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019320	1	56935009	56935524	-
LSAT_V11C100019330	1	56941705	56942910	uncharacterized LOC111891315 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019340	1	56949328	56951584	uncharacterized LOC111891314 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019350	1	56999735	57002266	-
LSAT_V11C100019360	1	57003134	57003579	-
LSAT_V11C100019370	1	57007748	57009919	uncharacterized LOC111891290 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019380	1	57010397	57020229	protein unc-13 homolog [Lactuca sativa (garden lettuce)]
LSAT_V11C100019390	1	57142250	57146455	carotenoid cleavage dioxygenase 8 homolog B, chloroplastic [Lactuca sativa (garden lettuce)]
LSAT_V11C100019400	1	57170105	57172415	-
LSAT_V11C100019410	1	57172470	57173013	-
LSAT_V11C100019420	1	57409573	57410751	-
LSAT_V11C100019430	1	57411341	57411589	-
LSAT_V11C100019440	1	57632781	57634119	-
LSAT_V11C100019450	1	57651060	57655151	probable glycosyltransferase At5g03795 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019460	1	57673711	57674117	-
LSAT_V11C100019470	1	57674338	57675068	-
LSAT_V11C100019480	1	57675406	57675978	-
LSAT_V11C100019500	1	57680630	57681940	-
LSAT_V11C100019510	1	57682168	57686436	-
LSAT_V11C100019520	1	57757272	57760387	probable glycosyltransferase At5g03795 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019530	1	57762762	57767071	-
LSAT_V11C100019540	1	57767251	57767652	-
LSAT_V11C100019550	1	57781051	57786018	-
LSAT_V11C100019560	1	57917568	57921678	probable glycosyltransferase At5g03795 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019580	1	57930474	57934333	-
LSAT_V11C100019590	1	57976133	57980583	ankyrin repeat-containing protein ITN1 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019600	1	57997108	57998268	E3 ubiquitin-protein ligase ATL42 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019610	1	57999899	58001778	exosome complex exonuclease RRP46 homolog [Lactuca sativa (garden lettuce)]
LSAT_V11C100019620	1	58022426	58023165	uncharacterized LOC111877683 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019630	1	58040718	58063428	-
LSAT_V11C100019640	1	58086457	58088939	protein NRT1/ PTR FAMILY 1.2 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019650	1	58091547	58093871	protein NRT1/ PTR FAMILY 1.2 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019660	1	58148971	58151172	MDIS1-interacting receptor like kinase 2 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019670	1	58305220	58307662	zinc finger BED domain-containing protein RICESLEEPER 2-like [Lactuca sativa (garden lettuce)]
LSAT_V11C100019680	1	58317379	58321714	bark storage protein A [Lactuca sativa (garden lettuce)]
LSAT_V11C100019690	1	58350923	58351486	-
LSAT_V11C100019700	1	58351493	58351990	-
LSAT_V11C100019710	1	58366814	58370489	TOM1-like protein 9 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019720	1	58374129	58375569	uncharacterized LOC111889620 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019730	1	58418612	58420794	uncharacterized LOC111889615 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019740	1	58424257	58428791	sulfite exporter TauE/SafE family protein 3 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019750	1	58439812	58444243	protein ACCELERATED CELL DEATH 6 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019760	1	58457454	58462011	uncharacterized LOC111889606 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019770	1	58470542	58471869	uncharacterized LOC128127338 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019790	1	58479192	58480850	uncharacterized LOC111889619 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019800	1	58481521	58482819	60S ribosomal protein L37-1 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019820	1	58735122	58742804	indole-3-pyruvate monooxygenase YUCCA6 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019840	1	59040460	59042188	BURP domain protein RD22 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019860	1	59080117	59081346	BURP domain protein RD22 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019870	1	59084872	59085571	-
LSAT_V11C100019880	1	59086975	59089365	uncharacterized LOC111889599 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019890	1	59137162	59138611	BURP domain protein RD22 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019900	1	59152131	59152805	-
LSAT_V11C100019910	1	59206846	59208165	BURP domain protein RD22 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019920	1	59213008	59213478	-
LSAT_V11C100019930	1	59213857	59214528	-
LSAT_V11C100019940	1	59241258	59242405	54S ribosomal protein L24, mitochondrial [Lactuca sativa (garden lettuce)]
LSAT_V11C100019950	1	59245019	59246655	uncharacterized LOC111889617 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019960	1	59262208	59265871	DDT domain-containing protein DDR4 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019970	1	59276664	59279665	pentatricopeptide repeat-containing protein At3g59040 [Lactuca sativa (garden lettuce)]
LSAT_V11C100019980	1	59279888	59281460	RNA-binding protein Y14A [Lactuca sativa (garden lettuce)]
LSAT_V11C100019990	1	59282456	59283572	-
LSAT_V11C100020000	1	59283713	59285311	-
LSAT_V11C100020010	1	59291194	59293990	glucan endo-1,3-beta-glucosidase [Lactuca sativa (garden lettuce)]
LSAT_V11C100020020	1	59299856	59300332	-
LSAT_V11C100020030	1	59309760	59311656	glucan endo-1,3-beta-glucosidase [Lactuca sativa (garden lettuce)]
LSAT_V11C100020040	1	59343103	59344092	glucan endo-1,3-beta-glucosidase [Lactuca sativa (garden lettuce)]
LSAT_V11C100020050	1	59344939	59346134	-
LSAT_V11C100020080	1	59597333	59597736	-
LSAT_V11C100020090	1	59619437	59620181	-
LSAT_V11C100020100	1	59620368	59621360	uncharacterized LOC111905052 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020110	1	59628536	59630636	glucan endo-1,3-beta-glucosidase [Lactuca sativa (garden lettuce)]
LSAT_V11C100020120	1	59636948	59642066	uncharacterized LOC111905045 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020130	1	59775501	59781032	-
LSAT_V11C100020140	1	59823218	59824938	elongation factor 1-beta 2 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020150	1	59827745	59829345	ATP synthase subunit d, mitochondrial [Lactuca sativa (garden lettuce)]
LSAT_V11C100020160	1	59832710	59836153	tetraspanin-3 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020170	1	59853010	59853741	-
LSAT_V11C100020180	1	59858828	59862254	uncharacterized LOC128127356 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020190	1	59872495	59877379	V-type proton ATPase subunit a1 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020210	1	59883715	59887346	protein NRT1/ PTR FAMILY 2.7 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020220	1	59888438	59892566	protein NRT1/ PTR FAMILY 2.7-like [Lactuca sativa (garden lettuce)]
LSAT_V11C100020230	1	59898050	59898748	-
LSAT_V11C100020240	1	59899289	59899872	CAAX prenyl protease 2 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020250	1	59900644	59908035	protein NRT1/ PTR FAMILY 2.7 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020260	1	59907884	59910205	CAAX prenyl protease 2 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020270	1	59915272	59915886	-
LSAT_V11C100020280	1	59930302	59932348	uncharacterized LOC111905034 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020290	1	59941674	59943723	uncharacterized LOC111905033 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020300	1	59946869	59948435	-
LSAT_V11C100020310	1	59948924	59951071	uncharacterized LOC111905031 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020320	1	59952464	59955147	probable purple acid phosphatase 20 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020330	1	59999461	60001306	probable purple acid phosphatase 20 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020340	1	60017541	60019960	uncharacterized LOC111905028 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020350	1	60025300	60027964	uridine nucleosidase 1 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020360	1	60073638	60074380	-
LSAT_V11C100020370	1	60096567	60097820	-
LSAT_V11C100020380	1	60097880	60098154	-
LSAT_V11C100020390	1	60116625	60117314	-
LSAT_V11C100020400	1	60117391	60118350	-
LSAT_V11C100020410	1	60126929	60131284	uncharacterized LOC111905024 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020420	1	60131190	60133488	monodehydroascorbate reductase [Lactuca sativa (garden lettuce)]
LSAT_V11C100020430	1	60197921	60201707	-
LSAT_V11C100020440	1	60202900	60203379	protein BUD31 homolog 2 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020450	1	60210140	60211307	-
LSAT_V11C100020460	1	60263472	60265970	uncharacterized LOC111905020 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020480	1	60335301	60335609	-
LSAT_V11C100020490	1	60335613	60337407	-
LSAT_V11C100020500	1	60484345	60487282	-
LSAT_V11C100020520	1	60717944	60718688	-
LSAT_V11C100020540	1	60764768	60769276	uncharacterized LOC111905017 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020560	1	60773834	60774262	-
LSAT_V11C100020570	1	60774315	60774806	-
LSAT_V11C100020580	1	60795118	60796455	UPF0481 protein At3g47200 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020600	1	61168405	61169796	-
LSAT_V11C100020610	1	62253959	62257043	-
LSAT_V11C100020620	1	62409886	62410415	-
LSAT_V11C100020630	1	62521084	62523141	trihelix transcription factor PTL [Lactuca sativa (garden lettuce)]
LSAT_V11C100020640	1	62637882	62640224	fructose-bisphosphate aldolase 6, cytosolic [Lactuca sativa (garden lettuce)]
LSAT_V11C100020650	1	62797521	62799407	3-dehydrosphinganine reductase TSC10A [Lactuca sativa (garden lettuce)]
LSAT_V11C100020660	1	62848925	62850364	PAN domain-containing protein At5g03700 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020670	1	62876700	62878277	heat stress transcription factor A-3 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020680	1	62882624	62886834	serine/threonine-protein kinase CTR1 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020690	1	62913589	62917660	serine/threonine-protein kinase CTR1 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020700	1	62974741	62977479	histone deacetylase HDT1 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020710	1	62978556	62981007	splicing factor U2af small subunit B [Lactuca sativa (garden lettuce)]
LSAT_V11C100020720	1	62984863	62988204	enolase [Lactuca sativa (garden lettuce)]
LSAT_V11C100020730	1	63027457	63037515	-
LSAT_V11C100020740	1	63072500	63073813	uncharacterized LOC111906542 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020750	1	63077109	63077387	-
LSAT_V11C100020760	1	63077762	63079696	-
LSAT_V11C100020770	1	63089649	63091265	uncharacterized FCP1 homology domain-containing protein C1271.03c [Lactuca sativa (garden lettuce)]
LSAT_V11C100020780	1	63121387	63122904	uncharacterized LOC111906565 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020800	1	63152508	63153959	protein PSK SIMULATOR 1 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020810	1	63162396	63165224	probable 3-deoxy-D-manno-octulosonic acid transferase, mitochondrial [Lactuca sativa (garden lettuce)]
LSAT_V11C100020820	1	63179500	63180620	-
LSAT_V11C100020830	1	63189377	63192123	leucine-rich repeat receptor-like protein kinase PXC1 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020840	1	63195094	63197489	uncharacterized LOC111906560 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020850	1	63205891	63209793	pyruvate kinase 2, cytosolic [Lactuca sativa (garden lettuce)]
LSAT_V11C100020880	1	63226822	63230988	-
LSAT_V11C100020890	1	63238460	63239728	uncharacterized LOC111906557 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020910	1	63376986	63380505	sulfite exporter TauE/SafE family protein 4 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020930	1	63403960	63407419	-
LSAT_V11C100020940	1	63460576	63464589	coatomer subunit delta [Lactuca sativa (garden lettuce)]
LSAT_V11C100020950	1	63469362	63469908	-
LSAT_V11C100020960	1	63469920	63470685	-
LSAT_V11C100020970	1	63567206	63567685	uncharacterized LOC111906536 [Lactuca sativa (garden lettuce)]
LSAT_V11C100020980	1	63567730	63568173	-
LSAT_V11C100020990	1	63568761	63569371	-
LSAT_V11C100021000	1	63579114	63582769	probable glycosyltransferase At5g03795 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021010	1	63737943	63740168	-
LSAT_V11C100021020	1	63811494	63816155	threonine dehydratase 1 biosynthetic, chloroplastic [Lactuca sativa (garden lettuce)]
LSAT_V11C100021030	1	63872284	63879501	polyadenylate-binding protein 7 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021040	1	63880000	63883746	aspartic proteinase 36 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021050	1	63892364	63895108	DEAD-box ATP-dependent RNA helicase 38 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021060	1	63919341	63921659	protein RGF1 INDUCIBLE TRANSCRIPTION FACTOR 1 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021070	1	63944477	63947548	carotene epsilon-monooxygenase, chloroplastic [Lactuca sativa (garden lettuce)]
LSAT_V11C100021080	1	63956737	63963142	uncharacterized LOC111913166 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021090	1	63964755	63966358	probable pectinesterase 15 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021100	1	63968450	63969946	UDP-glycosyltransferase 73C6-like [Lactuca sativa (garden lettuce)]
LSAT_V11C100021110	1	63969999	63971450	UDP-glycosyltransferase 73E1 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021120	1	63971496	63973717	UDP-glycosyltransferase 73E1-like [Lactuca sativa (garden lettuce)]
LSAT_V11C100021130	1	63975126	63976035	-
LSAT_V11C100021140	1	63977052	63980690	-
LSAT_V11C100021150	1	63993450	63994931	UDP-glycosyltransferase 73E1 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021160	1	63996211	63996996	-
LSAT_V11C100021170	1	64003317	64004807	UDP-glycosyltransferase 73E1 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021180	1	64022953	64025009	uncharacterized LOC111913157 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021190	1	64053674	64054991	putative pectinesterase 14 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021200	1	64161745	64163010	putative pectinesterase 14 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021210	1	64260522	64262288	ras-related protein RABC2a [Lactuca sativa (garden lettuce)]
LSAT_V11C100021220	1	64331906	64332975	-
LSAT_V11C100021250	1	64657703	64659871	carbonic anhydrase Nec1 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021260	1	64669507	64671738	carbonic anhydrase Nec1 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021270	1	64676568	64679081	carbonic anhydrase Nec1 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021280	1	64702738	64705034	serine/threonine protein phosphatase 2A 57 kDa regulatory subunit B' [Lactuca sativa (garden lettuce)]
LSAT_V11C100021290	1	64766796	64769136	ACT domain-containing protein ACR10 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021300	1	64837553	64838106	-
LSAT_V11C100021310	1	64863186	64864795	-
LSAT_V11C100021320	1	64871704	64875220	uncharacterized LOC111893026 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021330	1	64877465	64878336	thioredoxin-like 3-3 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021340	1	64878577	64880675	S-adenosylmethionine synthase 2 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021350	1	64890157	64891492	transcription factor RAX2 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021360	1	64981714	64982369	-
LSAT_V11C100021380	1	64985856	64986344	-
LSAT_V11C100021390	1	64987068	64988690	uncharacterized LOC111893031 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021400	1	64990607	64992877	probable CoA ligase CCL7 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021410	1	65002162	65006376	-
LSAT_V11C100021420	1	65128610	65130156	-
LSAT_V11C100021430	1	65130255	65130899	-
LSAT_V11C100021440	1	65253405	65259510	ABC transporter B family member 1 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021450	1	65260780	65262095	uncharacterized LOC111893039 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021460	1	65262804	65265267	transcription factor-like protein DPB [Lactuca sativa (garden lettuce)]
LSAT_V11C100021470	1	65323271	65326129	-
LSAT_V11C100021480	1	65327007	65328631	heavy metal-associated isoprenylated plant protein 6 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021490	1	65359739	65365318	pentatricopeptide repeat-containing protein At2g26790, mitochondrial-like [Lactuca sativa (garden lettuce)]
LSAT_V11C100021500	1	65375314	65377938	pentatricopeptide repeat-containing protein At2g26790, mitochondrial [Lactuca sativa (garden lettuce)]
LSAT_V11C100021510	1	65384213	65386361	pentatricopeptide repeat-containing protein At3g04760, chloroplastic-like [Lactuca sativa (garden lettuce)]
LSAT_V11C100021520	1	65386370	65386774	pentatricopeptide repeat-containing protein At2g26790, mitochondrial-like [Lactuca sativa (garden lettuce)]
LSAT_V11C100021530	1	65523016	65526790	cell division control protein 48 homolog D [Lactuca sativa (garden lettuce)]
LSAT_V11C100021540	1	65538633	65542400	cell division control protein 48 homolog D [Lactuca sativa (garden lettuce)]
LSAT_V11C100021550	1	65557259	65560405	OVARIAN TUMOR DOMAIN-containing deubiquitinating enzyme 12 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021560	1	65598048	65601115	serine/threonine-protein kinase PCRK1 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021570	1	65628399	65629789	serine/threonine-protein kinase PCRK2 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021590	1	65707126	65709278	serine/threonine-protein kinase PCRK1 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021610	1	65724724	65726083	-
LSAT_V11C100021620	1	65736601	65738268	probable LRR receptor-like serine/threonine-protein kinase At4g36180 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021630	1	65765892	65768766	coatomer subunit beta'-3 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021640	1	65769924	65771662	serine/threonine-protein kinase PCRK2 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021650	1	65802032	65803447	serine/threonine-protein kinase PCRK1-like [Lactuca sativa (garden lettuce)]
LSAT_V11C100021660	1	65808249	65810384	uncharacterized LOC111915219 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021670	1	65813394	65816981	probable leucine-rich repeat receptor-like protein kinase At1g68400 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021680	1	65816917	65821472	putative white-brown complex homolog protein 30 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021690	1	65823941	65824895	uncharacterized LOC111915237 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021700	1	65836002	65837921	-
LSAT_V11C100021710	1	65852846	65856556	-
LSAT_V11C100021720	1	65870355	65875137	uncharacterized LOC111915216 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021730	1	66200970	66202355	uncharacterized LOC111915215 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021740	1	66245988	66246990	helicase protein MOM1-like [Lactuca sativa (garden lettuce)]
LSAT_V11C100021750	1	66249182	66249679	uncharacterized LOC111915235 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021760	1	66253316	66254484	protein NUCLEAR FUSION DEFECTIVE 6, mitochondrial [Lactuca sativa (garden lettuce)]
LSAT_V11C100021770	1	66255058	66257524	isocitrate dehydrogenase [NAD] catalytic subunit 5, mitochondrial [Lactuca sativa (garden lettuce)]
LSAT_V11C100021780	1	66280804	66286882	helicase protein MOM1 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021790	1	66290478	66296833	ethylene-insensitive protein 2 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021800	1	66666224	66666782	-
LSAT_V11C100021830	1	66796041	66796599	-
LSAT_V11C100021850	1	66834781	66835914	uncharacterized LOC111915233 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021870	1	66845431	66846733	-
LSAT_V11C100021880	1	66866625	66870767	-
LSAT_V11C100021890	1	66871434	66872454	-
LSAT_V11C100021900	1	67070764	67071291	-
LSAT_V11C100021910	1	67171803	67172254	-
LSAT_V11C100021920	1	67245875	67248913	cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG3 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021930	1	67255658	67256021	-
LSAT_V11C100021940	1	67261837	67262337	60S ribosomal protein L12 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021950	1	67263480	67266635	uncharacterized LOC111915207 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021960	1	67332632	67333675	uncharacterized LOC111915231 [Lactuca sativa (garden lettuce)]
LSAT_V11C100021970	1	67341969	67343713	-
LSAT_V11C100021980	1	67364057	67364390	-
LSAT_V11C100021990	1	67365293	67370133	SART-1 family protein DOT2 [Lactuca sativa (garden lettuce)]
LSAT_V11C100022000	1	67434843	67436291	uncharacterized LOC122197369 [Lactuca sativa (garden lettuce)]
LSAT_V11C100022010	1	67524564	67528128	importin subunit alpha-9 [Lactuca sativa (garden lettuce)]
LSAT_V11C100022020	1	67529521	67532444	DEAD-box ATP-dependent RNA helicase 57 [Lactuca sativa (garden lettuce)]
LSAT_V11C100022030	1	67532384	67534681	pentatricopeptide repeat-containing protein At3g53360, mitochondrial [Lactuca sativa (garden lettuce)]
LSAT_V11C100022040	1	67551619	67552962	elongation factor 1-alpha 1 [Lactuca sativa (garden lettuce)]
LSAT_V11C100022050	1	67555733	67557350	beta-1,4-xylosyltransferase IRX9 [Lactuca sativa (garden lettuce)]
LSAT_V11C100022060	1	67578255	67580682	-
LSAT_V11C100022070	1	67581360	67583955	protein IQ-DOMAIN 2 [Lactuca sativa (garden lettuce)]
LSAT_V11C100022080	1	67592540	67593889	40S ribosomal protein S23 [Lactuca sativa (garden lettuce)]
LSAT_V11C100022090	1	67597803	67601007	uncharacterized LOC111915193 [Lactuca sativa (garden lettuce)]
LSAT_V11C100022100	1	67609493	67616179	E3 ubiquitin-protein ligase UPL4 [Lactuca sativa (garden lettuce)]
LSAT_V11C100022110	1	67640690	67643334	nuclear transcription factor Y subunit B-8 [Lactuca sativa (garden lettuce)]
LSAT_V11C100022120	1	67657241	67663199	probable LRR receptor-like serine/threonine-protein kinase At1g67720 [Lactuca sativa (garden lettuce)]
LSAT_V11C100022130	1	67737040	67737643	-
LSAT_V11C100022150	1	67770888	67776178	AP2-like ethylene-responsive transcription factor TOE3 [Lactuca sativa (garden lettuce)]
LSAT_V11C100022160	1	67789902	67790570	cysteine proteinase inhibitor A-like [Lactuca sativa (garden lettuce)]
LSAT_V11C100022170	1	67792090	67793108	cysteine proteinase inhibitor A [Lactuca sativa (garden lettuce)]
LSAT_V11C100022180	1	67816613	67820744	lipoxygenase 2, chloroplastic [Lactuca sativa (garden lettuce)]
LSAT_V11C100022190	1	67865942	67866205	-
LSAT_V11C100022200	1	67866542	67868573	-
LSAT_V11C100022210	1	67874147	67877986	lipoxygenase 2, chloroplastic [Lactuca sativa (garden lettuce)]
LSAT_V11C100022220	1	67879428	67879841	-
LSAT_V11C100022230	1	68086712	68087416	cysteine proteinase inhibitor A [Lactuca sativa (garden lettuce)]
LSAT_V11C100022250	1	68111242	68114761	G-type lectin S-receptor-like serine/threonine-protein kinase At4g27290 [Lactuca sativa (garden lettuce)]
LSAT_V11C100022260	1	68117854	68122236	GTPase-activating protein GYP2 [Lactuca sativa (garden lettuce)]
LSAT_V11C100022280	1	68132771	68135631	uncharacterized LOC111915184 [Lactuca sativa (garden lettuce)]
LSAT_V11C100022290	1	68136690	68138348	uncharacterized LOC111915185 [Lactuca sativa (garden lettuce)]
LSAT_V11C100022300	1	68140112	68143139	thylakoid membrane protein TERC, chloroplastic [Lactuca sativa (garden lettuce)]
LSAT_V11C100022320	1	68211010	68214281	probable protein phosphatase 2C 48 [Lactuca sativa (garden lettuce)]
LSAT_V11C100022330	1	68231887	68237942	kinesin-like protein KIN-5D [Lactuca sativa (garden lettuce)]
LSAT_V11C100022350	1	68246853	68249878	serine/arginine-rich splicing factor RS2Z32 [Lactuca sativa (garden lettuce)]
LSAT_V11C100022360	1	68277038	68281545	uncharacterized LOC111887540 [Lactuca sativa (garden lettuce)]
